ཀླད་ཆུང༌,མིའི་ཀླད་པ་ཆེ་ཆུང་གཉིས་ལས་ཀ་ལིའི་རྒྱབ་ཕྱོགས་ཀྱི་ཀླད་པ་སྟེ་དེས་གཙོ་བོ་འགུལ་བསྐྱོད་དོ་སྙོམ་པར་བྱེད་པའི་ནུས་པ་ཐོན་པར་བྱེད་དོ། །
ཀླད་ཆེན,མཐོ་རིམ་དབང་རྩའི་གྲུབ་ཆ་གལ་ཆེན་ཞིག་སྟེ། གཙོ་བོ་སྲོག་ཆགས་རིགས་ཀྱི་མགོ་བོའི་ནང་དུ་ཀླད་ཞོ་ཕྱེད་ཟླུམ་གཉིས་ལས་གྲུབ་ཅིང༌། ཕྱི་ངོས་ཀྱི་པགས་རིམ་སྐྱ་བོ་དབང་རྩའི་ཕྲ་ཕུང་ལས་གྲུབ་པས་དྲན་པ་དང་བསམ་གཞིག་གི་བྱེད་ནུས་ལྡན་ཞེས་དེང་རབས་ཚན་རིག་པ་དག་གིས་སྨྲ་ལ། དེ་ལས་ཀྱང་མིའི་ཀླད་ཆེན་ནི་གྲུང་ཤོས་སམ་སྨིན་ཚད་བཟང་ཤོས་སུ་བརྩིའོ། །
ཀླད་པ་ཆུ་བསགས,ཀླད་པར་ཆུ་བསགས་ནས་སྦོས་ཤིང་སྐྲངས་པའི་ནད་ཅིག་གོ །
ཀླད་པའི་རྗེ་ཞབས། ཀླད་ཟམ,ཀླད་སྙིང་དང་རྒྱུངས་པའི་བར་གསེབ་ན་གནས་པའི་སྲོག་རྩ་དཀར་པོའི་ཆ་ཤས་ཤིག་གོ །
ཀླད་མཚོ་འཁྱོམས་པ། ཀླད་འཁྱོམས,བརྡབས་པ་སོགས་བྱུང་སྟེ་ཕྱི་རྐྱེན་གྱིས་ཀླད་པ་འཁྱོམས་པའམ་གནས་ལས་བསྒུལ་པའོ། །
ཀླད་ཚད,ཀླད་པར་ཚད་པ་རྒྱས་པའི་ནད་ཀྱི་སྤྱི་མིང་ངོ༌། །
ཀླད་ཞབས་འཕྱངས་ནུ། ཀླད་ནུ,ཀླད་གཞུང་གི་མས་ཞབས་སུ་མར་འཕྱངས་པར་གནས་པའི་སྐུལ་རྒྱུ་སྐྱེད་པའི་བྱེད་ལས་ཅན་ཞིག་སྟེ། དེས་ལུས་ཕུང་འཚར་ལོངས་འབྱུང་བ་དང་ནང་གི་ཟགས་རྨེན་གཞན་དག་གི་འགུལ་བསྐྱོད་སྙོམ་སྒྲིག་བྱེད་ཐུབ་བོ། །
ཀླད་ཞོ,ཀླད་རུས་ཀྱི་ནང་དུ་ཞོ་ལྟར་ཆགས་པའི་རྒྱུངས་པའི་རིགས་སོ། །
ཀླད་ཤག,ཀླད་པའི་ནང་གི་ཁོང་སྟོང་གི་ཆའོ། །
ཀླད་སྐྱིའི་གཉན་ཚད,གཉན་ཚད་ཀླད་སྐྱིར་བབས་སྟེ། སྤྱིར་བཏང་དུ་ཀླད་སྐྱིའི་གཉན་རིམས་སོ། །
ཀླམ་པ། སླེའུ,གདིང་བ་དང་གྱོན་པ་གཉིས་ཆར་རུང་བའི་ཕྱར་བ་ཞིག་གོ །
ཀླུ་བདུད་རྡོ་རྗེ,སྔོ་སྨན་གྱི་རིགས་ཏེ། མེ་ཏོག་དཀར་དམར་གཉིས་མཆིས་ལ། རོ་མངར་ལ་བསྐ་བ། ནུས་པས་པགས་ནད་དང་ཆུ་སེར་ལ་ཕན་ནོ། །
ཀླུའི་ཤྭ་མོ། ཤྭ་མོ་སྦལ་རྒྱབ,སྦལ་བའི་རྒྱབ་ལྟ་བུའི་ཤྭ་མོའི་རིགས་ནག་པོ་ཞིག་གོ །
ཀློག་པ་པོ,དཔེ་ཆ་སོགས་ལྟ་ཀློག་བྱེད་མཁན་ནོ། །
ཀློག་རྐྱང༌,ཀློག་པ་རྐྱང་བ་ཙམ་ལས་འབྲི་བ་དང་བཅོས་མི་ནུས་པའི་རྩིས་འཕྲུལ་གྱི་ཡིག་ཆའི་རྣམ་པ་ཞིག་གོ །
ཁ་གདངས་གཅུ་སྐམ། གདངས་གཅུ,འཕྲུལ་འཁོར་གྱི་འཛེར་མ་སོགས་གཅུ་བྱེད་ཀྱི་སྐམ་པ་ཁ་གདངས་འབྱེད་ཅི་དགར་བྱ་ཆོག་པ་ཞིག་གོ །
ཁ་གཙང་ཐང་ཆུ,ཁ་ཡི་དྲི་མ་གཙང་བར་བྱེད་པའི་ཐང་ཆུ་ལྟ་བུའི་བཅའ་བ་ཆུང་ངུ་ཞིག་གོ །
ཁ་གཤོལ,ས་གཏིང་ཟབ་མོར་མི་ཟུག་པའི་ཐོང་གཤོལ་ལོ། །
ཁ་ཊཾ་སྐོར་རྩལ,ལྕགས་དབྱུག་རྩེ་གསུམ་སྐོར་བའི་རྩེད་རྩལ་གྱི་རྣམ་གྲངས་ཤིག་གོ །
ཁ་ཏོག། ཁྱེའུ་ཟས,བར་དུ་མངར་ཆ་བཅུག་པའི་གོར་སོབ་སོགས་ཟས་རིགས་ཆུང་བའོ། །
ཁ་ཐུམ། ཁ་རས,རླུང་སོགས་འགོག་པའི་ཆེད་དུ་བྱས་པའི་ཁ་གཡོག་བྱེད་ཀྱི་ཐུམ་མོ། །
ཁ་དཀྲོལ། གུག་ཟི,སྨྱུག་མ་ལས་བཟོས་པའི་རོལ་ཆས་ཆུང་ངུ་ཁ་ལ་གཏད་དེ་སྣེ་མོའི་སྐུད་པ་འཐེན་ཚེ་སྒྲ་འབྱུང་བ་ཞིག་གོ །
ཁ་དན,ཁས་བླངས་པ་མི་འགྱུར་བའི་ཐ་ཚིག་གོ །
ཁ་དྲི,སོ་རྙིལ་རྐན་ནད་སོགས་ཀྱི་དབང་གིས་ཁ་ནས་བྱུང་བའི་དྲི་ངན་ནོ། །
ཁ་ནང,སྲོག་ཆགས་ཀྱི་ཁའི་ནང་གི་སྟོང་ཆའོ། །
ཁ་ནད་ཚན་ཁག,ཁ་ནད་ལ་བརྟག་བཅོས་བྱེད་སའི་ཚན་ཁག་གོ །
ཁ་པར་ཁང་བུ,ཁ་པར་གཏང་སའི་ཁང་བུ་ཆུང་ངོ་། །
ཁ་པར་ཐག་སྐུད,ལྕགས་རིགས་ཀྱི་སྐུད་པ་མང་པོ་བསྒྲིམས་ཡོད་པའི་ཁ་པར་འཕྲིན་བརྡ་རྒྱུ་ལམ་མོ། །
ཁ་པར་དངུལ་ཁང༌,ཁ་པར་དྲ་བ་དང་དངུལ་ཁང་གི་རྩིས་འཕྲུལ་མ་ལག་གཉིས་མཉམ་འབྲེལ་གྱིས་ཁ་པར་གྱི་ཐོག་ནས་དངུལ་ཁང་གི་ཞབས་ཞུའི་བྱ་བ་སྒྲུབ་པར་བྱེད་པའི་ལས་རིགས་སོ། །
ཁ་པར་དྲིལ་བརྡ,ཁ་པར་ཐོན་བརྡ་གཏོང་བའི་སྒྲའོ། །
ཁ་པར་བཀོལ་བདག,ཁ་པར་བཀོལ་སྤྱོད་བྱེད་མཁན་གྱི་བདག་པོའོ། །
ཁ་པར་བརྡ་དྲིལ,ཁ་པར་ཐོན་བརྡ་གཏོང་བྱེད་ཀྱི་ཡོ་བྱད་དོ། །
ཁ་པར་བྱང་བུ,ཁ་པར་གྱི་གླ་ཆ་སྤྲོད་པའི་བྱེད་ལས་ཅན་གྱི་བྱང་བུ་སྟེ། ཁ་པར་ཡིད་རྟོན་བྱང་བུའམ་སྡུད་བྱང་ངམ་ཤེས་ནུས་བྱང་བུ་སོགས་སོ། །
ཁ་པར་ཚོགས་འདུ,ས་གནས་སོ་སོར་ཁ་པར་འཕྲུལ་ཆས་ཀྱི་ལམ་ནས་གཏམ་བཤད་ལ་ཉན་པའི་ཚོགས་འདུ་འཚོག་ཚུལ་ཞིག་གོ །
ཁ་པར་འདེམ་ཤོག,ཁ་པར་བཏང་ནས་འདེམ་པར་བྱེད་ཀྱི་འདེམ་ཤོག་གོ །
ཁ་པར་འདེམ་ཤོག་འཕེན,ཁ་པར་བཏང་ནས་འདེམ་ཤོག་འཕེན་པའོ།།
ཁ་པར་འཕྲིན་ཆས,ཁ་པར་འཕྲིན་གཏོང་ལ་ཉེ་བར་མཁོ་བའི་ཡོ་བྱད་དོ། །
ཁ་པར་འཕྲིན་དྲྭ,ཁ་པར་གྱི་འཕྲིན་རྣམས་ཕྱོགས་སོ་སོར་འགྲོ་བའི་དྲ་བའོ། །
ཁ་པར་འཕྲུལ,ཁ་པར་གཏོང་བྱེད་ཀྱི་འཕྲུལ་ཆས་སོ། །
ཁ་པར་སྐུད་པ,ཁ་པར་ལ་མཁོ་བའི་གློག་རྒྱུན་རྒྱུ་བའི་སྐུད་པའོ། །
ཁ་པར་སྒྲ་ཕབ,ཁ་པར་འཕྲུལ་ཆས་ཀྱི་ནང་དུ་ཡོད་པའི་སྒྲ་ཕབ་བྱེད་ཀྱི་འཕྲུལ་ཆས་ཤིག་གོ །
ཁ་པར་སྡུད་བྱང༌,སྡུད་རྩིའི་ནུས་པ་ལ་བརྟེན་ནས་སྒོར་མོ་ཉར་ཚགས་བྱེད་པ་དང༌། ཁ་པར་གྱི་ནང་དུ་བཅུག་ནས་འཕྲིན་གཏོང་བ་ན་སྐད་རིན་གྱི་སྒོར་ཅི་ཙམ་སོང་བ་ཕྲི་ཞིང་ཤུལ་དུ་ཇི་ཙམ་ལུས་པའི་རྩིས་ཐོ་སོགས་དགོད་སའི་བྱང་བུ་ཞིག་གོ །
ཁ་པར་ཨང་གྲངས,ཁ་པར་གྱི་འབོད་བྱའི་ཨང་གྲངས་སོ།།
ཁ་པར་ཨང་དེབ,ཁ་པར་གྱི་ཨང་གྲངས་བྲི་སའི་དེབ་ཆུང་ངུའོ། །
ཁ་པར་ཨང་འཆར། ཨང་འཆར,ཕ་རོལ་ནས་བཏང་བའི་ཁ་པར་གྱི་ཨང་གྲངས་རང་གི་ཁ་པར་དུ་ཤར་པའོ། །
ཁ་པར,གློག་གི་འཕྲིན་བརྡ་ལ་བརྟེན་ནས་སྐད་ཆ་འཆད་མཁན་གྱི་ཕྱོགས་ནས་ཁ་པར་གྱི་སྐད་སྐྱེལ་ཆས་ཀྱིས་སྐད་རྣམས་སྒྲའི་གློག་གི་འཕྲིན་བརྡར་བསྒྱུར་ནས་ཕར་ཕྱོགས་སུ་གཏོང་བར་བྱེད་ཅིང༌། སྐད་ཉན་མཁན་གྱི་ཕྱོགས་ནས་སྐད་སྡུད་ཆས་ཀྱིས་གློག་གི་འཕྲིན་བརྡ་དེ་རྣམས་སླར་སྐད་སྒྲར་བསྒྱུར་ནས་འཕྲིན་ཐོས་པར་བྱེད་པའི་བསྒྲིག་ཆས་ཤིག་གོ །
ཁ་ཕྱགས,ཁ་བ་འཕྱག་བྱེད་ཀྱི་ཕྱགས་མའོ། །
ཁ་བ་ཆུང༌,ཕྱི་ཟླ ༡༡ ཚེས ༢༢ ཙམ་ལ་འཁེལ་བའི་ཞིང་རྩིས་ཀྱི་དུས་གཟེར་ཉེར་བཞིའི་ནང་ཚན་ཞིག་གོ །
ཁ་བ་ཆུང༌། གངས་ཆུང༌,གནམ་གཤིས་རིག་པའི་ལུགས་ལྟར་ན། ཆུ་ཚོད་ཉེར་བཞིའི་ཡི་ནང་དུ་ཁ་བ་འབབ་ཚད་སྟོང་ཆའི་སྨི ༢.༥ ཡན་ཆད་དུ་མ་བརྒལ་བ་ནི་ཁ་བ་ཆུང་བའི་ཚད་དོ། །
ཁ་བ་ཆེ,སྤྱི་ཟླ ༡༢ ཚེས ༧ ཡས་མས་སུ་འབྱུང་བའི་དུས་གཟེར་ཉེར་བཞིའི་ནང་ཚན་ཞིག་གོ།
ཁ་བ་ཆེན་པོ,གནམ་གཤིས་རིག་པའི་སྐབས་སུ་ཆུ་ཚོད་ཉེར་བཞིའི་ནང་དུ་ཁ་བ་འབབ་ཚད་སྟོང་ཆའི་སྨི་ལྔ་ཡན་དུ་སླེབས་པ་ལ་བྱའོ།།
ཁ་བརྡ,ཕན་ཚུན་ལ་གླེང་མོལ་ལམ་སྐད་ཆ་བཤད་པའོ། །
ཁ་བྱང༌,རྩོམ་ཡིག་གམ་བརྩམས་དངོས་ཀྱི་བརྗོད་བྱ་སྟོན་པའི་མིང་ངམ་དེ་དག་མཚོན་བྱེད་ཀྱི་ངག་ཐུང་ངུའོ། །
ཁ་བྱང༌,༡ སྙན་ངག་དང་དཔྱད་རྩོམ་སོགས་ཀྱི་ནང་དོན་སོགས་ལ་བརྟེན་ནས་བཏགས་པའི་མིང་དང༌། ༢ སློབ་སྦྱོང་དང་རྒྱུགས་སྤྲོད་སྐབས་སུ་ལན་གདབ་སའི་ཁ་བྱང་ངམ་དྲི་བའོ། །
ཁ་མཆུ,གྱོད་ལ་ཐུག་པའི་རྩོད་གཞིའོ། །
ཁ་ཚ་རྨིག་ཚ,གཙོ་བོ་སྒོ་ཕྱུགས་རིགས་ཀྱི་ཁ་ནང་དང་རྨིག་པ་ནུ་མ་སོགས་ལ་ཚ་བ་རྒྱས་ཤིང་ཆུ་བུར་རྡོལ་རལ་གྱིས་འཆི་བར་འགྱུར་བའི་རིམས་ནད་མཆེད་ཚབས་ཆེ་བ་ཞིག་གོ །
ཁ་ཟུམ་གློག་ལམ,གློག་ཁུར་གྱིས་གློག་ལམ་བརྒྱུད་ནས་སྐོར་བ་ཐེངས་གཅིག་བྱས་རྗེས་སླར་ཡང་སྔར་གནས་སུ་འབྱོར་བར་བྱེད་པའི་གློག་ལམ་མོ། །
ཁ་ཟུམ,སྒོ་དང་སྐུད་ལམ་སོགས་ཀྱི་ཁ་ཕྱེ་མེད་པའོ། །
ཁ་འཁོར། དཀྱོག་འཁོར,རླངས་འཁོར་སོགས་ཀྱི་ཁ་ལོ་དཀྱོག་བྱེད་དམ་སྒྱུར་བྱེད་ཀྱི་འཁོར་ལོའོ། །
ཁ་འཇམ་ཁོག་རྩུབ,ཕྱི་ཚུལ་དང་སྐད་ཆ་འཇམ་ལ་བསམ་པ་ནག་པོ་ཅན་གྱི་མིའོ། །
ཁ་འཕྲོད,བྲོ་བ་སོགས་ལ་ཁ་ལ་འཕྲོད་པའོ། །
ཁ་ལས། མི་བསོད,མི་དང་དངོས་རྫས་ལ་མི་རྣམས་ཀྱི་དགའ་བསུ་ཐོབ་པའི་ཚད་དོ། །
ཁ་ལེབ། སླང་ཁེབས,སླ་ངའམ་བ་མ་སོགས་སྣོད་ཀྱི་ཁ་འགེབས་བྱེད་དོ། །
